response_id,prompt_id,bertscore_divergence
2424,423,0.17188644
2425,424,0.14775121
2426,429,0.08839971
2427,432,0.14127767
2428,433,0.11677021
2429,430,0.16454941
2430,431,0.14198148
2431,427,0.123282075
2432,434,0.14500141
2433,435,0.13889873
2434,437,0.15159786
2435,445,0.10871643
2436,439,0.1479485
2437,406,0.13758576
2513,516,0.14614284
2438,441,0.17169392
2439,438,0.17254913
2440,442,0.14173573
2441,447,0.11234939
2442,436,0.12909448
2443,440,0.13987803
2444,446,0.13312674
2445,443,0.14640397
2446,448,0.1611203
2447,455,0.14418054
2448,444,0.13371176
2449,457,0.15508139
2450,452,0.17658788
2451,459,0.107079625
2452,450,0.13720268
2453,453,0.15697128
2454,451,0.13855606
2455,449,0.1544674
2456,460,0.15681487
2457,456,0.16810745
2458,461,0.13449919
2459,454,0.15303612
2460,464,0.14678466
2461,458,0.1462245
2462,465,0.11288786
2463,467,0.18020397
2464,468,0.13246942
2465,463,0.1841073
2466,466,0.1406706
2467,474,0.13602263
2468,476,0.17602426
2469,471,0.15435636
2470,469,0.14183038
2471,470,0.13817787
2472,462,0.14379627
2473,473,0.13138819
2474,478,0.14067388
2475,477,0.14830196
2476,485,0.15226871
2477,479,0.14491266
2478,475,0.1761595
2479,480,0.14120823
2480,481,0.10965353
2481,484,0.15204632
2482,472,0.17407
2483,489,0.13575858
2484,486,0.1285407
2485,490,0.16063637
2486,494,0.15689838
2487,495,0.14010441
2488,488,0.14152169
2489,487,0.14890277
2490,482,0.12552792
2491,483,0.17550462
2492,501,0.15058464
2493,492,0.13893187
2494,504,0.12190497
2495,496,0.12476516
2496,491,0.15520144
2497,499,0.1362431
2498,502,0.1648711
2499,498,0.13447154
2500,506,0.14481348
2501,497,0.15713537
2502,509,0.14103907
2503,493,0.15010816
2504,500,0.12709153
2505,513,0.14441204
2506,503,0.123996735
2507,507,0.13005
2508,517,0.17085016
2509,505,0.13960356
2510,510,0.1471349
2511,514,0.17336279
2512,511,0.13225722
2514,508,0.17810732
2515,515,0.16963881
2516,512,0.13467956
2517,521,0.13922906
2518,519,0.11939138
2519,529,0.11701757
2520,518,0.15245628
2521,525,0.13282579
2522,524,0.14890146
2523,520,0.18512583
2524,526,0.14802778
2525,531,0.18432844
2526,528,0.11599523
2527,527,0.17417902
2528,532,0.1396634
2529,530,0.15289289
2530,523,0.132043
2531,534,0.1563043
2532,522,0.14135271
2533,540,0.13081318
2534,542,0.14435804
2535,543,0.1566214
2536,545,0.12823361
2537,536,0.12778777
2538,533,0.18555838
2539,535,0.13519287
2540,538,0.13404143
2541,544,0.11599761
2542,551,0.1294471
2543,539,0.15512288
2544,546,0.14534563
2545,549,0.14091545
2546,537,0.14012957
2547,550,0.1495893
2548,547,0.1546402
2549,552,0.12591767
2550,541,0.14264762
2551,548,0.16082376
2552,556,0.16015315
2553,559,0.1592871
2554,554,0.12666827
2555,558,0.12935853
2556,557,0.123838246
2557,560,0.111172974
2558,568,0.1663183
2559,555,0.15831023
2560,570,0.12104398
2561,561,0.14341748
2562,563,0.14146596
2563,562,0.11806321
2564,565,0.14492148
2565,567,0.14697033
2566,569,0.13485634
2567,572,0.1736579
2568,574,0.1329326
2569,564,0.15367591
2570,553,0.14606774
2571,577,0.18726122
2572,576,0.1350742
2573,579,0.13186526
2574,573,0.13456392
2575,575,0.14594072
2576,584,0.15564167
2577,571,0.1476363
2578,566,0.15029436
2579,580,0.13228428
2580,586,0.1384033
2581,578,0.13598007
2582,582,0.16975111
2583,583,0.12670022
2584,585,0.12048477
2585,590,0.13927484
2586,581,0.15149844
2587,588,0.1262216
2588,591,0.13227856
2589,589,0.17006814
2590,592,0.13567317
2591,596,0.13407266
2592,593,0.151025
2593,595,0.149921
2594,594,0.14561123
2595,587,0.1438263
2596,597,0.14140832
2597,598,0.14484721
2598,600,0.1477682
2599,601,0.13082272
2600,605,0.11854297
2601,604,0.11632228
2602,602,0.1439082
2603,606,0.14581537
2604,607,0.13296121
2605,611,0.12961644
2606,609,0.1566667
2607,599,0.14710581
2608,614,0.12986183
2609,610,0.17244321
2610,617,0.10559106
2611,612,0.15566313
2612,618,0.1502856
2613,603,0.15718907
2614,608,0.1541906
2615,620,0.13274688
2616,616,0.14365625
2617,615,0.13398921
2618,623,0.15112859
2619,624,0.15197802
2620,619,0.17604923
2621,621,0.13057029
2622,629,0.15967923
2660,659,0.18598485
2623,625,0.13325989
2624,622,0.1465751
2625,633,0.13068777
2626,634,0.16370738
2627,631,0.15066326
2628,630,0.15051389
2629,628,0.15933645
2630,635,0.15053487
2631,627,0.14233416
2632,632,0.1331296
2633,642,0.13060057
2634,626,0.14712363
2635,637,0.11858535
2636,643,0.09038007
2637,644,0.15910178
2638,638,0.14232278
2639,613,0.14640844
2640,636,0.14835888
2641,641,0.13041985
2642,651,0.132343
2643,639,0.15564412
2644,640,0.1272068
2645,646,0.11408943
2646,647,0.13308877
2647,648,0.1154629
2648,656,0.11778617
2649,650,0.1423536
2650,653,0.16258806
2651,654,0.13950276
2652,655,0.15117157
2653,649,0.1350246
2654,658,0.14608938
2655,657,0.1562925
2656,652,0.13923359
2657,662,0.15473711
2658,645,0.15434033
2659,663,0.1497615
2661,664,0.1472376
2662,669,0.14036673
2663,660,0.16183048
2664,670,0.14064276
2665,668,0.14311111
2666,665,0.1298998
2667,661,0.12992185
2668,671,0.1373058
2669,673,0.15041643
2670,666,0.14782614
2671,674,0.16286457
2672,672,0.15487504
2673,676,0.13335383
2674,679,0.15318036
2675,677,0.14897805
2676,667,0.11476171
2677,680,0.14435995
2678,678,0.16510463
2679,683,0.1466111
2680,684,0.13564545
2681,681,0.15484804
2682,675,0.13135654
2683,682,0.12265009
2684,687,0.14312613
2685,685,0.1275016
2686,689,0.13065702
2687,688,0.14725101
2688,693,0.12663752
2689,692,0.15439665
2690,690,0.18275648
2691,686,0.1473639
2692,695,0.15138751
2693,694,0.14518481
2694,699,0.14569038
2695,696,0.1530096
2696,706,0.13793737
2697,691,0.13107353
2698,697,0.13966429
2699,707,0.15680605
2700,709,0.14543438
2701,700,0.1316337
2702,703,0.1582036
2703,705,0.1233201
2704,704,0.16357285
2705,702,0.13553143
2706,698,0.16653746
2707,714,0.14110339
2708,712,0.12355083
2709,717,0.14102203
2710,710,0.14720517
2711,701,0.18168205
2712,711,0.14458174
2713,715,0.16219997
2714,713,0.1420995
2715,716,0.15839106
2716,721,0.15392089
2717,720,0.15985835
2718,719,0.15637535
2719,708,0.15796429
2720,718,0.14253259
2721,722,0.14661264
2722,726,0.15465724
2723,725,0.15395272
2724,727,0.1347695
2725,724,0.15304643
2726,736,0.145374
2727,728,0.12947524
2728,738,0.116458595
2729,729,0.14517862
2730,733,0.13009614
2731,730,0.16234839
2732,731,0.11903423
2733,734,0.11664194
2734,732,0.14252979
2735,739,0.13189262
2736,737,0.15103883
2737,735,0.15308726
2738,740,0.14223844
2739,741,0.1374681
2740,723,0.13505948
2741,749,0.16154253
2742,746,0.14422905
2743,743,0.14092082
2744,744,0.1603545
2745,752,0.18880796
2746,742,0.13698238
2747,753,0.13864267
2748,747,0.17867267
2749,755,0.1194523
2750,745,0.13374883
2751,748,0.12725055
2752,761,0.12409276
2753,758,0.13957387
2754,762,0.14675522
2755,750,0.15005231
2756,754,0.14939415
2757,751,0.13262475
2758,759,0.15067291
2759,769,0.16023272
2760,763,0.09993273
2761,760,0.13982797
2762,756,0.20584822
2763,766,0.13957095
2764,765,0.14995152
2765,767,0.15367484
2766,776,0.146765
2767,764,0.14591736
2768,770,0.13761848
2769,772,0.14554662
2770,768,0.13251215
2771,771,0.16657162
2772,781,0.13466686
2773,775,0.1335485
2774,757,0.1304763
2775,779,0.17343432
2776,778,0.13140744
2777,780,0.17610216
2778,774,0.10967642
2779,782,0.1281746
2780,777,0.1390701
2781,785,0.15027398
2782,787,0.12543589
2783,773,0.13721347
2784,786,0.18041795
2785,788,0.11329919
2786,783,0.13117492
2787,784,0.1476739
2788,798,0.16267294
2789,799,0.14918202
2790,791,0.13234198
2791,793,0.14186853
2792,794,0.14643943
2793,792,0.1280976
2794,790,0.16892189
2795,795,0.1564278
2796,797,0.16314387
2797,805,0.16029465
2798,802,0.13960803
2799,789,0.14531314
2800,796,0.1246686
2801,800,0.17953688
2802,803,0.114391744
2803,813,0.13041645
2804,804,0.14738083
2805,808,0.15696275
2806,807,0.14546609
2807,801,0.14493692
2808,810,0.12752575
2809,806,0.14480823
2810,809,0.15648884
2811,818,0.14087158
2812,811,0.16052777
2813,814,0.1351918
2814,820,0.14000362
2815,816,0.1649682
2816,812,0.14609742
2817,817,0.15644008
2818,821,0.15161967
2819,819,0.14311308
2820,823,0.12744612
2821,815,0.1458754
2822,824,0.13685602
2823,822,0.15272981
2824,833,0.13808149
2825,829,0.16304642
2826,836,0.1093902
2827,825,0.17562187
2828,826,0.12267113
2829,837,0.13361984
2830,832,0.13329381
2831,835,0.13048172
2832,827,0.14247572
2833,831,0.14175642
2834,834,0.18734396
2835,840,0.14866853
2836,830,0.10889858
2837,845,0.14000756
2838,839,0.1642052
2839,841,0.115347385
2840,843,0.1493209
2841,842,0.110410035
2842,846,0.16603917
2843,844,0.14385068
2844,838,0.1389209
2845,853,0.122698545
2846,848,0.1492737
2847,828,0.10414052
2848,855,0.122321546
2849,851,0.1218884
2850,852,0.17909002
2851,849,0.14499879
2852,850,0.16218644
2853,856,0.16632676
2854,854,0.18262595
2855,847,0.13845015
2856,860,0.13539106
2857,858,0.14796662
2858,867,0.15390366
2859,862,0.13624805
2860,864,0.15057188
2861,863,0.15199667
2862,871,0.16268569
2863,859,0.11786878
2864,861,0.1607917
2865,870,0.1331132
2866,857,0.16242248
2867,868,0.1433168
2868,865,0.14986283
2869,873,0.12390214
2870,869,0.13300598
2871,866,0.16543084
2872,872,0.15436375
2873,875,0.14014375
2874,876,0.13921267
2875,879,0.16150367
2876,874,0.15887266
2877,877,0.13941169
2878,881,0.13706833
2879,878,0.10843849
2880,885,0.13013989
2881,890,0.1353563
2882,883,0.15509069
2883,884,0.13021207
2884,886,0.18136019
2885,892,0.15216541
2886,887,0.135862
2887,880,0.1453523
2888,882,0.15850735
2889,891,0.13929796
2890,888,0.14368522
2891,889,0.16808522
2892,901,0.14684469
2893,894,0.15079862
2894,896,0.13953781
2895,899,0.14216542
2896,900,0.13267124
2897,897,0.17498165
2898,905,0.16837901
2899,893,0.16294825
2900,902,0.15438217
2901,903,0.13881636
2902,898,0.1444906
2903,908,0.13919193
2904,895,0.16843855
2905,906,0.16328621
2906,904,0.16311377
2907,910,0.16181326
2908,909,0.1414755
2909,912,0.14151633
2910,913,0.15418434
2911,911,0.14539027
2912,921,0.12673521
2913,922,0.15585679
2914,907,0.116873205
2915,916,0.13369948
2916,917,0.14345533
2917,915,0.13891417
2918,914,0.14461845
2919,918,0.1815787
2920,919,0.16944826
2921,920,0.1612035
2922,924,0.14813036
2923,923,0.15477622
2924,927,0.13020718
2925,925,0.17381513
2926,929,0.12291497
2927,928,0.13296449
2928,934,0.12312502
2929,932,0.15023673
2930,933,0.11984444
2931,930,0.14042008
2932,931,0.116111875
2933,926,0.12829638
2934,935,0.15448582
2935,944,0.14693534
2936,940,0.14846408
2937,937,0.1457271
2938,936,0.15039808
2939,939,0.12412363
2940,938,0.15836525
2941,942,0.14118624
2942,946,0.12937307
2943,948,0.16273117
2944,949,0.1559776
2945,947,0.16337353
2946,945,0.12662679
2947,943,0.13497877
2948,952,0.12703592
2949,950,0.15595728
2950,951,0.15119135
2951,941,0.16918302
2952,953,0.16629165
2953,954,0.1569016
2954,955,0.12632513
2955,957,0.14435822
2956,964,0.13009447
2957,966,0.12209648
2958,968,0.14329904
2959,960,0.15631872
2960,956,0.1423639
2961,959,0.13220638
2962,970,0.0978542
2963,961,0.12050688
2964,958,0.15018803
2965,962,0.15223348
2966,965,0.14752746
2967,963,0.13640845
2968,971,0.11681414
2969,977,0.13457906
2970,967,0.14942366
2971,976,0.132402
2972,975,0.13092119
2973,982,0.16776627
2974,969,0.15100491
2975,984,0.111702085
2976,972,0.17028898
2977,985,0.1683371
2978,978,0.14295602
2979,974,0.12155932
2980,973,0.16384321
2981,981,0.10138887
2982,980,0.14831728
2983,983,0.14203757
2984,986,0.15289247
2985,996,0.16164923
2986,988,0.13519514
2987,992,0.1330393
2988,989,0.1298455
2989,987,0.1366561
2990,990,0.14887893
2991,991,0.14521366
2992,1002,0.16199827
2993,993,0.14668149
2994,1004,0.14511228
2995,994,0.13958979
2996,1001,0.16005284
2997,997,0.15913284
2998,999,0.14088523
2999,998,0.15180421
3000,995,0.14655614
3001,1010,0.12714165
3002,1006,0.13109314
3003,1009,0.12873709
3004,1007,0.16236943
3005,1000,0.10068923
3006,1008,0.14921826
3007,1005,0.13967669
3008,1014,0.13108808
3009,1003,0.17240578
3010,1016,0.15708941
3011,1012,0.14011812
3012,1022,0.14551193
3013,1011,0.14455974
3014,1013,0.14455402
3015,1024,0.122318745
3016,1018,0.14309818
3017,1019,0.14283806
3018,1026,0.15825486
3019,1017,0.13386065
3020,1015,0.15223998
3021,1021,0.15025145
3022,1020,0.14837748
3023,1023,0.15516198
3024,1025,0.15114081
3099,1100,0.13976568
3025,1027,0.1737606
3026,1030,0.1437968
3027,1031,0.14158565
3028,1029,0.14233124
3029,1039,0.16176933
3030,1032,0.14843577
3031,1037,0.12772536
3032,1034,0.12275255
3033,1038,0.12254584
3034,1042,0.12385088
3035,1036,0.13677603
3036,1028,0.178487
3037,1035,0.12776464
3038,1033,0.14056116
3039,1040,0.18041843
3040,1044,0.14783162
3041,1051,0.12859482
3042,1043,0.14885813
3043,1047,0.1158945
3044,1049,0.17888027
3045,1041,0.137595
3046,1046,0.15016913
3047,1045,0.13989258
3048,1057,0.13582844
3049,1048,0.17205518
3050,1055,0.15027237
3051,1053,0.12045473
3052,1054,0.13485467
3053,1059,0.12522072
3054,1064,0.16101325
3055,1058,0.15512592
3056,1061,0.13770616
3057,1056,0.12674046
3058,1060,0.14276516
3059,1052,0.15214348
3060,1070,0.1479938
3061,1050,0.11626297
3062,1066,0.13502163
3063,1065,0.15105945
3064,1063,0.117370844
3065,1074,0.15354627
3066,1068,0.18407446
3067,1062,0.1501742
3068,1075,0.1701603
3069,1076,0.14372319
3070,1069,0.13770622
3071,1071,0.13113791
3072,1073,0.122662365
3073,1067,0.16692436
3074,1072,0.17266148
3075,1081,0.1547432
3076,1079,0.14385313
3077,1078,0.14835304
3078,1083,0.1337403
3079,1085,0.137133
3080,1082,0.152915
3081,1090,0.12230188
3082,1080,0.13742852
3083,1088,0.13505632
3084,1087,0.1281634
3085,1077,0.15815216
3086,1097,0.12603843
3087,1086,0.124277115
3088,1084,0.11414337
3089,1096,0.13435495
3090,1089,0.14083391
3091,1098,0.13754028
3092,1094,0.14468127
3093,1093,0.12579823
3094,1095,0.1823501
3095,1091,0.15868229
3096,1106,0.13548636
3097,1099,0.15483117
3098,1103,0.15079933
3100,1101,0.1733939
3101,1102,0.14784253
3102,1107,0.13418055
3103,1092,0.15943837
3104,1105,0.14155519
3105,1109,0.15268618
3106,1110,0.12872815
3107,1104,0.14246291
3108,1108,0.09135145
3109,1114,0.15861583
3110,1117,0.17119819
3111,1112,0.17146444
3112,1120,0.16005343
3113,1111,0.14303005
3114,1115,0.12767911
3115,1116,0.13670576
3116,1126,0.14797729
3117,1118,0.13293427
3118,1128,0.14269435
3119,1121,0.15671164
3120,1129,0.14218092
3121,1123,0.13829416
3122,1131,0.14029366
3123,1122,0.10467237
3124,1113,0.1397385
3125,1124,0.11887908
3126,1119,0.16420871
3127,1132,0.12835127
3128,1130,0.11447412
3129,1127,0.13288933
3130,1125,0.15135098
3131,1133,0.14333528
3132,1135,0.14577335
3133,1138,0.15106106
3134,1140,0.13448727
3135,1134,0.15220463
3136,1137,0.16038316
3137,1142,0.15356433
3138,1149,0.14332539
3139,1136,0.13889563
3140,1150,0.13529313
3141,1144,0.15396905
3142,1141,0.14730388
3143,1145,0.15687925
3144,1139,0.1477955
3145,1143,0.09953439
3146,1157,0.14731175
3147,1146,0.13625175
3148,1152,0.17458177
3149,1154,0.13099563
3150,1147,0.1290052
3151,1158,0.1482495
3152,1151,0.14171857
3153,1148,0.14265239
3154,1159,0.16582996
3155,1153,0.13801587
3156,1156,0.10099143
3157,1166,0.15101367
3158,1163,0.14933354
3159,1155,0.14756197
3160,1162,0.13332313
3161,1160,0.16939235
3162,1169,0.099894166
3163,1161,0.13366294
3164,1164,0.12891155
3165,1165,0.18313104
3166,1173,0.14633453
3167,1167,0.15170085
3168,1170,0.13126087
3169,1172,0.15017653
3170,1168,0.1466456
3171,1171,0.1324709
3172,1174,0.16034603
3173,1180,0.11669272
3174,1182,0.15470201
3175,1177,0.15401196
3176,1179,0.14829057
3177,1178,0.11467779
3178,1175,0.1410603
3179,1189,0.14364749
3180,1176,0.12921286
3181,1181,0.13009876
3182,1187,0.12352276
3183,1194,0.18134439
3184,1184,0.16006696
3185,1183,0.15077448
3186,1195,0.17922503
3187,1197,0.15347397
3188,1188,0.12960738
3189,1185,0.11837441
3190,1198,0.12131137
3191,1192,0.15293854
3192,1191,0.13379306
3193,1201,0.15412211
3194,1196,0.16653973
3195,1186,0.15497106
3196,1193,0.1709032
3197,1200,0.1409176
3198,1208,0.13985324
3199,1203,0.16165102
3200,1199,0.14178187
3201,1211,0.15056783
3202,1204,0.14502984
3203,1202,0.10888225
3204,1190,0.15759063
3205,1210,0.15365368
3206,1205,0.13641363
3207,1218,0.12849307
3208,1206,0.13169211
3209,1207,0.13980055
3210,1220,0.15817034
3211,1217,0.1449331
3212,1212,0.13852447
3213,1215,0.14657289
3214,1224,0.1535511
3215,1214,0.13279778
3216,1219,0.16393459
3217,1216,0.1292603
3218,1222,0.16362637
3219,1221,0.14316481
3220,1209,0.14999449
3221,1226,0.12303704
3222,1223,0.15063566
3223,1225,0.12648344
3224,1232,0.14614856
3225,1229,0.15053606
3226,1213,0.16685003
3227,1227,0.14880514
3228,1233,0.080115855
3229,1230,0.13113463
3230,1239,0.12751424
3231,1231,0.13749123
3232,1228,0.13595521
3233,1234,0.119834244
3234,1236,0.16123039
3235,1235,0.15161502
3236,1246,0.14478695
3237,1245,0.14021915
3238,1242,0.1432969
3239,1238,0.1380127
3240,1237,0.14287132
3241,1243,0.15810484
3242,1244,0.13347447
3243,1240,0.14103258
3244,1248,0.15770948
3245,1249,0.14115405
3246,1247,0.11953527
3247,1250,0.10988045
3248,1253,0.14535695
3249,1241,0.14797026
3250,1256,0.1276623
3251,1251,0.11720955
3252,1260,0.13124931
3253,1257,0.12451661
3254,1254,0.1597898
3255,1263,0.16632915
3256,1252,0.15906239
3257,1262,0.14478523
3258,1258,0.13735956
3259,1259,0.16238713
3260,1255,0.13476986
3261,1270,0.16367
3262,1271,0.13756496
3263,1273,0.13077015
3264,1269,0.14397508
3265,1265,0.15909177
3266,1274,0.13626128
3267,1261,0.15415645
3268,1267,0.13791579
3269,1276,0.13140088
3270,1277,0.16089016
3271,1266,0.11328834
3272,1264,0.15743959
3273,1268,0.15315151
3274,1272,0.14697719
3275,1280,0.14996868
3276,1281,0.15049702
3277,1282,0.156429
3278,1279,0.14617878
3279,1286,0.1311776
3280,1285,0.11774659
3281,1275,0.14510685
3282,1283,0.12901616
3283,1290,0.1846925
3284,1291,0.13901085
3320,1329,0.15443617
3285,1284,0.1342805
3286,1288,0.14688301
3287,1287,0.14117342
3288,1289,0.1510799
3289,1293,0.14946634
3290,1297,0.12779164
3291,1278,0.12881851
3292,1292,0.15749204
3293,1294,0.15306157
3294,1300,0.13852036
3295,1295,0.16118968
3296,1299,0.147874
3297,1301,0.14027381
3298,1298,0.14903414
3299,1302,0.12925643
3300,1303,0.17604762
3301,1311,0.10893315
3302,1307,0.14861786
3303,1306,0.15071183
3304,1296,0.14509535
3305,1308,0.14990687
3306,1304,0.1649484
3307,1309,0.14469528
3308,1305,0.12334418
3309,1310,0.11055547
3310,1317,0.15876007
3311,1320,0.15499341
3312,1312,0.14834851
3313,1313,0.13674957
3314,1314,0.13982373
3315,1316,0.14703256
3316,1327,0.12797457
3317,1321,0.13532913
3318,1323,0.16906625
3319,1319,0.12442386
3391,1400,0.119636
3321,1322,0.11506975
3322,1325,0.13514698
3323,1331,0.13108134
3324,1326,0.14252895
3325,1332,0.14009213
3326,1315,0.15359563
3327,1324,0.1504035
3328,1328,0.16043001
3329,1333,0.13074178
3330,1330,0.14104682
3331,1318,0.15716183
3332,1336,0.1346581
3333,1337,0.14482349
3334,1341,0.14441264
3335,1339,0.15320545
3336,1335,0.1265738
3337,1342,0.15836334
3338,1343,0.14789635
3339,1334,0.14186323
3340,1347,0.12742263
3341,1344,0.15707248
3342,1351,0.13271856
3343,1340,0.16186792
3344,1345,0.14573884
3345,1338,0.15576422
3346,1350,0.14564526
3347,1346,0.150105
3348,1352,0.13309836
3349,1348,0.14161694
3350,1353,0.12823999
3351,1356,0.16105783
3352,1355,0.14577389
3353,1357,0.15991235
3354,1359,0.13200647
3355,1360,0.12359899
3356,1354,0.15675288
3357,1363,0.17652428
3358,1349,0.15801406
3359,1358,0.14536148
3360,1361,0.1331392
3361,1362,0.15393871
3362,1366,0.12922704
3363,1364,0.14813691
3364,1374,0.14859295
3365,1365,0.1508053
3366,1367,0.15208358
3367,1371,0.15658885
3368,1373,0.11048788
3369,1379,0.12805492
3370,1368,0.17328584
3371,1372,0.13573319
3372,1369,0.13152736
3373,1370,0.14949137
3374,1375,0.1554668
3375,1376,0.14838749
3376,1378,0.17957348
3377,1382,0.17697936
3378,1381,0.14210999
3379,1380,0.12789631
3380,1383,0.107804
3381,1387,0.12241906
3382,1384,0.13525242
3383,1386,0.13543671
3384,1388,0.13393295
3385,1385,0.15016472
3386,1377,0.15272737
3387,1390,0.16145104
3388,1393,0.123947024
3389,1391,0.12096465
3390,1392,0.16636854
3392,1389,0.15320593
3393,1398,0.14369315
3394,1401,0.17517072
3395,1396,0.14376533
3396,1399,0.15422916
3397,1395,0.11662048
3398,1394,0.12328935
3399,1397,0.16541183
3400,1403,0.13743293
3401,1410,0.15796608
3402,1405,0.15908575
3403,1409,0.14193964
3404,1402,0.14735502
3405,1404,0.15248072
3406,1414,0.152188
3407,1406,0.13412243
3408,1407,0.1805591
3409,1420,0.1172626
3410,1416,0.1281662
3411,1412,0.13444084
3412,1419,0.15580994
3413,1418,0.12873775
3414,1424,0.15545487
3415,1417,0.13138044
3416,1408,0.116630256
3417,1411,0.1434139
3418,1415,0.16264623
3419,1413,0.14791161
3420,1430,0.13487834
3421,1425,0.13847852
3422,1421,0.12508178
3423,1423,0.1501916
3424,1429,0.13815194
3425,1422,0.15879273
3426,1427,0.15564299
3427,1432,0.12574667
3428,1426,0.13700014
3429,1436,0.15224218
3430,1431,0.1352123
3431,1437,0.15835297
3432,1434,0.14816952
3433,1433,0.12531424
3434,1440,0.1294356
3435,1439,0.14321059
3436,1435,0.1457448
3437,1448,0.14579993
3438,1441,0.16325068
3439,1443,0.16781998
3440,1442,0.14553559
3441,1444,0.10252607
3442,1428,0.15415215
3443,1446,0.14468706
3444,1438,0.15624458
3445,1447,0.13484764
3446,1445,0.17606461
3447,1453,0.13923174
3448,1454,0.15213442
3449,1449,0.1318419
3450,1455,0.15839964
3451,1456,0.13706881
3452,1452,0.17408115
3453,1457,0.13548595
3454,1460,0.13703454
3455,1450,0.12303513
3456,1463,0.14320862
3457,1461,0.13238722
3458,1459,0.1487729
3459,1458,0.16781706
3460,1465,0.14867163
3461,1470,0.14303416
3462,1451,0.16608566
3463,1467,0.14169925
3464,1464,0.12743616
3465,1466,0.12572849
3466,1474,0.13893622
3467,1468,0.1378237
3468,1462,0.13671213
3469,1472,0.14757407
3470,1475,0.12746221
3471,1481,0.166879
3472,1471,0.14068663
3473,1469,0.15920818
3474,1477,0.14348882
3475,1476,0.1367346
3476,1478,0.11877149
3477,1473,0.15209317
3478,1479,0.13995105
3479,1486,0.16531533
3480,1485,0.106557965
3481,1484,0.14844322
3482,1482,0.14220124
3483,1480,0.123279214
3484,1483,0.14157575
3485,1488,0.13146603
3486,1489,0.13777894
3487,1497,0.13720739
3488,1490,0.16158903
3489,1494,0.10593557
3490,1495,0.13376904
3491,1493,0.11797255
3492,1487,0.15323156
3493,1496,0.14170104
3494,1498,0.18001425
3495,1499,0.1144281
3496,1491,0.17244017
3497,1492,0.15246385
3498,1501,0.12813002
3499,1504,0.16534448
3500,1505,0.13702643
3501,1500,0.14645457
3502,1507,0.1196993
3503,1508,0.16755235
3504,1511,0.14364493
3505,1503,0.18527234
3506,1512,0.12918943
3507,1509,0.14459205
3508,1517,0.15364993
3509,1502,0.15038097
3510,1514,0.12912184
3511,1510,0.15206814
3512,1506,0.1541242
3513,1520,0.12966508
3514,1519,0.138183
3515,1526,0.19297183
3516,1516,0.17628115
3517,1513,0.14776677
3518,1515,0.12660116
3519,1521,0.13754839
3520,1524,0.1403271
3521,1522,0.17179811
3522,1523,0.12475258
3523,1530,0.12381768
3524,1528,0.17259419
3525,1533,0.09291756
3526,1531,0.121546626
3527,1532,0.1511327
3528,1525,0.15328383
3529,1534,0.13714415
3530,1529,0.16070247
3531,1541,0.12818736
3532,1536,0.12423861
3533,1535,0.16389513
3534,1527,0.15032524
3535,1518,0.15727812
3536,1546,0.09812403
3537,1537,0.17453378
3538,1538,0.11749637
3539,1540,0.11026955
3540,1550,0.14922643
3541,1542,0.14459175
3542,1543,0.15499139
3543,1544,0.14203835
3544,1547,0.1369046
3545,1552,0.08469409
3546,1555,0.17666537
3547,1545,0.10665578
3548,1539,0.11564481
3549,1549,0.14807421
3550,1551,0.14983124
3551,1557,0.11201936
3552,1553,0.14749193
3553,1562,0.14824635
3554,1559,0.103520274
3555,1548,0.16294038
3556,1558,0.14926279
3557,1556,0.1707775
3558,1561,0.12754953
3559,1554,0.15348053
3560,1565,0.14279634
3561,1564,0.09565544
3562,1571,0.15687382
3563,1568,0.15149331
3564,1567,0.16664082
3565,1570,0.15492922
3566,1566,0.16939342
3567,1563,0.14318132
3568,1572,0.13239318
3569,1569,0.11420995
3570,1560,0.13000196
3571,1574,0.10887301
3572,1576,0.15961236
3573,1573,0.13246083
3574,1575,0.1434089
3575,1579,0.14881176
3576,1577,0.16962403
3577,1586,0.102398336
3578,1578,0.14777207
3579,1583,0.16475761
3580,1580,0.14769655
3581,1582,0.1513589
3582,1581,0.14951259
3583,1585,0.14650607
3584,1593,0.14950413
3585,1587,0.13915622
3586,1589,0.15435058
3587,1590,0.10453832
3588,1598,0.16083169
3589,1591,0.13786352
3590,1599,0.14753252
3591,1594,0.1406529
3592,1584,0.12948579
3593,1588,0.13428742
3594,1596,0.14818275
3595,1592,0.12257445
3596,1597,0.14712793
3597,1600,0.14488614
3598,1601,0.14282298
3599,1604,0.14255756
3600,1595,0.15365273
3601,1605,0.14353389
3602,1602,0.15737057
3603,1606,0.15732825
3604,1610,0.13262361
3605,1612,0.11570656
3606,1607,0.14843303
3607,1608,0.14263147
3608,1617,0.1316359
3609,1603,0.146492
3610,1609,0.104986966
3611,1611,0.15925652
3612,1620,0.14907372
3613,1613,0.1391992
3614,1616,0.13987839
3615,1624,0.17605793
3616,1615,0.150172
3617,1621,0.13755918
3618,1622,0.17033547
3619,1619,0.15049446
3620,1631,0.1284014
3621,1618,0.12658823
3622,1626,0.13392216
3623,1632,0.151766
3624,1614,0.15387428
3625,1623,0.13260859
3626,1625,0.13987535
3627,1633,0.13832945
3628,1627,0.18072462
3629,1629,0.14943814
3630,1628,0.15779
3631,1635,0.13389021
3632,1630,0.14678854
3633,1638,0.11876589
3634,1636,0.16058916
3635,1634,0.14121932
3636,1641,0.15040857
3637,1639,0.12132126
3638,1649,0.17439151
